"Edo","Nombre_Indicador","Indicador","Fecha"
"Jalisco","Ciudadanos que hace un año vivían en el domicilio de registro",88.64,2008
"México","Ciudadanos que hace un año vivían en el domicilio de registro",92.16,2008
"Michoacán","Ciudadanos que hace un año vivían en el domicilio de registro",94.48,2008
"Morelos","Ciudadanos que hace un año vivían en el domicilio de registro",93.09,2008
"Nayarit","Ciudadanos que hace un año vivían en el domicilio de registro",92.71,2008
"Nuevo León","Ciudadanos que hace un año vivían en el domicilio de registro",92.63,2008
"Oaxaca","Ciudadanos que hace un año vivían en el domicilio de registro",94.69,2008
"Puebla","Ciudadanos que hace un año vivían en el domicilio de registro",92.87,2008
"Querétaro","Ciudadanos que hace un año vivían en el domicilio de registro",93.3,2008
"Quintana Roo","Ciudadanos que hace un año vivían en el domicilio de registro",86.88,2008
"San Luis Potosí","Ciudadanos que hace un año vivían en el domicilio de registro",93.19,2008
"Sinaloa","Ciudadanos que hace un año vivían en el domicilio de registro",93.1,2008
"Sonora","Ciudadanos que hace un año vivían en el domicilio de registro",90.28,2008
"Tabasco","Ciudadanos que hace un año vivían en el domicilio de registro",91.71,2008
"Tamaulipas","Ciudadanos que hace un año vivían en el domicilio de registro",90.58,2008
"Tlaxcala","Ciudadanos que hace un año vivían en el domicilio de registro",92.76,2008
"Veracruz","Ciudadanos que hace un año vivían en el domicilio de registro",93.9,2008
"Yucatán","Ciudadanos que hace un año vivían en el domicilio de registro",95.86,2008
"Zacatecas","Ciudadanos que hace un año vivían en el domicilio de registro",93.98,2008
"Nacional","Ciudadanos que hace un año vivían en el domicilio de registro",92.07,2009
"Aguascalientes","Ciudadanos que hace un año vivían en el domicilio de registro",90.89,2009
"Baja California","Ciudadanos que hace un año vivían en el domicilio de registro",87.58,2009
"Baja California Sur","Ciudadanos que hace un año vivían en el domicilio de registro",88.72,2009
"Campeche","Ciudadanos que hace un año vivían en el domicilio de registro",95.14,2009
"Coahuila","Ciudadanos que hace un año vivían en el domicilio de registro",89.27,2009
"Colima","Ciudadanos que hace un año vivían en el domicilio de registro",90.05,2009
"Chiapas","Ciudadanos que hace un año vivían en el domicilio de registro",96.14,2009
"Chihuahua","Ciudadanos que hace un año vivían en el domicilio de registro",91.18,2009
"Ciudad de México","Ciudadanos que hace un año vivían en el domicilio de registro",92.7,2009
"Durango","Ciudadanos que hace un año vivían en el domicilio de registro",93.67,2009
"Guanajuato","Ciudadanos que hace un año vivían en el domicilio de registro",92.22,2009
"Guerrero","Ciudadanos que hace un año vivían en el domicilio de registro",95.42,2009
"Hidalgo","Ciudadanos que hace un año vivían en el domicilio de registro",92.07,2009
"Jalisco","Ciudadanos que hace un año vivían en el domicilio de registro",85.94,2009
"México","Ciudadanos que hace un año vivían en el domicilio de registro",92.07,2009
"Michoacán","Ciudadanos que hace un año vivían en el domicilio de registro",90.26,2009
"Morelos","Ciudadanos que hace un año vivían en el domicilio de registro",95.43,2009
"Nayarit","Ciudadanos que hace un año vivían en el domicilio de registro",89.39,2009
"Nuevo León","Ciudadanos que hace un año vivían en el domicilio de registro",91.86,2009
"Oaxaca","Ciudadanos que hace un año vivían en el domicilio de registro",95.52,2009
"Puebla","Ciudadanos que hace un año vivían en el domicilio de registro",93.3,2009
"Querétaro","Ciudadanos que hace un año vivían en el domicilio de registro",93.05,2009
"Quintana Roo","Ciudadanos que hace un año vivían en el domicilio de registro",89.86,2009
"San Luis Potosí","Ciudadanos que hace un año vivían en el domicilio de registro",93.85,2009
"Sinaloa","Ciudadanos que hace un año vivían en el domicilio de registro",92.09,2009
"Sonora","Ciudadanos que hace un año vivían en el domicilio de registro",92,2009
"Tabasco","Ciudadanos que hace un año vivían en el domicilio de registro",91.58,2009
"Tamaulipas","Ciudadanos que hace un año vivían en el domicilio de registro",91.32,2009
"Tlaxcala","Ciudadanos que hace un año vivían en el domicilio de registro",94.08,2009
"Veracruz","Ciudadanos que hace un año vivían en el domicilio de registro",93.09,2009
"Yucatán","Ciudadanos que hace un año vivían en el domicilio de registro",94.45,2009
"Zacatecas","Ciudadanos que hace un año vivían en el domicilio de registro",93.34,2009
"Nacional","Ciudadanos que hace un año vivían en el domicilio de registro",92.6,2011
"Aguascalientes","Ciudadanos que hace un año vivían en el domicilio de registro",92.61,2011
"Baja California","Ciudadanos que hace un año vivían en el domicilio de registro",88.18,2011
"Baja California Sur","Ciudadanos que hace un año vivían en el domicilio de registro",87.45,2011
"Campeche","Ciudadanos que hace un año vivían en el domicilio de registro",93.31,2011
"Coahuila","Ciudadanos que hace un año vivían en el domicilio de registro",92.36,2011
"Colima","Ciudadanos que hace un año vivían en el domicilio de registro",83.57,2011
"Chiapas","Ciudadanos que hace un año vivían en el domicilio de registro",96.54,2011
"Chihuahua","Ciudadanos que hace un año vivían en el domicilio de registro",92.17,2011
"Ciudad de México","Ciudadanos que hace un año vivían en el domicilio de registro",93.92,2011
"Durango","Ciudadanos que hace un año vivían en el domicilio de registro",93.08,2011
"Guanajuato","Ciudadanos que hace un año vivían en el domicilio de registro",91.18,2011
"Guerrero","Ciudadanos que hace un año vivían en el domicilio de registro",92.38,2011
"Hidalgo","Ciudadanos que hace un año vivían en el domicilio de registro",93.75,2011
"Jalisco","Ciudadanos que hace un año vivían en el domicilio de registro",90.15,2011
"México","Ciudadanos que hace un año vivían en el domicilio de registro",93.09,2011
"Michoacán","Ciudadanos que hace un año vivían en el domicilio de registro",90.67,2011
"Morelos","Ciudadanos que hace un año vivían en el domicilio de registro",91.95,2011
"Nayarit","Ciudadanos que hace un año vivían en el domicilio de registro",91.15,2011
"Nuevo León","Ciudadanos que hace un año vivían en el domicilio de registro",90.74,2011
"Oaxaca","Ciudadanos que hace un año vivían en el domicilio de registro",94.78,2011
"Puebla","Ciudadanos que hace un año vivían en el domicilio de registro",94.83,2011
"Querétaro","Ciudadanos que hace un año vivían en el domicilio de registro",91.91,2011
"Quintana Roo","Ciudadanos que hace un año vivían en el domicilio de registro",88.12,2011
"San Luis Potosí","Ciudadanos que hace un año vivían en el domicilio de registro",93.91,2011
"Sinaloa","Ciudadanos que hace un año vivían en el domicilio de registro",93.71,2011
"Sonora","Ciudadanos que hace un año vivían en el domicilio de registro",91.4,2011
"Tabasco","Ciudadanos que hace un año vivían en el domicilio de registro",93.67,2011
"Tamaulipas","Ciudadanos que hace un año vivían en el domicilio de registro",89.84,2011
"Tlaxcala","Ciudadanos que hace un año vivían en el domicilio de registro",94.41,2011
"Veracruz","Ciudadanos que hace un año vivían en el domicilio de registro",94.16,2011
"Yucatán","Ciudadanos que hace un año vivían en el domicilio de registro",94.76,2011
"Zacatecas","Ciudadanos que hace un año vivían en el domicilio de registro",94.95,2011
"Nacional","Ciudadanos que hace un año vivían en el domicilio de registro",91.82,2012
"Aguascalientes","Ciudadanos que hace un año vivían en el domicilio de registro",90.84,2012
"Baja California","Ciudadanos que hace un año vivían en el domicilio de registro",90.65,2012
"Baja California Sur","Ciudadanos que hace un año vivían en el domicilio de registro",88.54,2012
"Campeche","Ciudadanos que hace un año vivían en el domicilio de registro",87.38,2012
"Coahuila","Ciudadanos que hace un año vivían en el domicilio de registro",91.05,2012
"Colima","Ciudadanos que hace un año vivían en el domicilio de registro",91.46,2012
"Chiapas","Ciudadanos que hace un año vivían en el domicilio de registro",95.05,2012
"Chihuahua","Ciudadanos que hace un año vivían en el domicilio de registro",88.77,2012
"Ciudad de México","Ciudadanos que hace un año vivían en el domicilio de registro",92.95,2012
"Durango","Ciudadanos que hace un año vivían en el domicilio de registro",93.05,2012
"Guanajuato","Ciudadanos que hace un año vivían en el domicilio de registro",91.53,2012
"Guerrero","Ciudadanos que hace un año vivían en el domicilio de registro",92.81,2012
"Hidalgo","Ciudadanos que hace un año vivían en el domicilio de registro",92.97,2012
"Jalisco","Ciudadanos que hace un año vivían en el domicilio de registro",90.44,2012
"México","Ciudadanos que hace un año vivían en el domicilio de registro",92.77,2012
"Michoacán","Ciudadanos que hace un año vivían en el domicilio de registro",91.85,2012
"Morelos","Ciudadanos que hace un año vivían en el domicilio de registro",89.72,2012
"Nayarit","Ciudadanos que hace un año vivían en el domicilio de registro",90.87,2012
"Nuevo León","Ciudadanos que hace un año vivían en el domicilio de registro",91.31,2012
"Oaxaca","Ciudadanos que hace un año vivían en el domicilio de registro",92.55,2012
"Puebla","Ciudadanos que hace un año vivían en el domicilio de registro",93.91,2012
"Querétaro","Ciudadanos que hace un año vivían en el domicilio de registro",87.47,2012
"Quintana Roo","Ciudadanos que hace un año vivían en el domicilio de registro",85.97,2012
"San Luis Potosí","Ciudadanos que hace un año vivían en el domicilio de registro",91.37,2012
"Sinaloa","Ciudadanos que hace un año vivían en el domicilio de registro",92.22,2012
"Sonora","Ciudadanos que hace un año vivían en el domicilio de registro",91.3,2012
"Tabasco","Ciudadanos que hace un año vivían en el domicilio de registro",95.45,2012
"Tamaulipas","Ciudadanos que hace un año vivían en el domicilio de registro",92.14,2012
"Tlaxcala","Ciudadanos que hace un año vivían en el domicilio de registro",95.57,2012
"Veracruz","Ciudadanos que hace un año vivían en el domicilio de registro",90.71,2012
"Yucatán","Ciudadanos que hace un año vivían en el domicilio de registro",90.64,2012
"Zacatecas","Ciudadanos que hace un año vivían en el domicilio de registro",91.9,2012
"Nacional","Ciudadanos que hace un año vivían en el domicilio de registro",92.76,2014
"Aguascalientes","Ciudadanos que hace un año vivían en el domicilio de registro",84.75,2014
"Baja California","Ciudadanos que hace un año vivían en el domicilio de registro",91.58,2014
"Baja California Sur","Ciudadanos que hace un año vivían en el domicilio de registro",89.18,2014
"Campeche","Ciudadanos que hace un año vivían en el domicilio de registro",94.58,2014
"Coahuila","Ciudadanos que hace un año vivían en el domicilio de registro",91.61,2014
"Colima","Ciudadanos que hace un año vivían en el domicilio de registro",88.14,2014
"Chiapas","Ciudadanos que hace un año vivían en el domicilio de registro",95.54,2014
"Chihuahua","Ciudadanos que hace un año vivían en el domicilio de registro",91.82,2014
"Ciudad de México","Ciudadanos que hace un año vivían en el domicilio de registro",95.5,2014
"Durango","Ciudadanos que hace un año vivían en el domicilio de registro",94.2,2014
"Guanajuato","Ciudadanos que hace un año vivían en el domicilio de registro",93.94,2014
"Guerrero","Ciudadanos que hace un año vivían en el domicilio de registro",96.26,2014
"Hidalgo","Ciudadanos que hace un año vivían en el domicilio de registro",93.19,2014
"Jalisco","Ciudadanos que hace un año vivían en el domicilio de registro",90.45,2014
"México","Ciudadanos que hace un año vivían en el domicilio de registro",91.59,2014
"Michoacán","Ciudadanos que hace un año vivían en el domicilio de registro",93.37,2014
"Morelos","Ciudadanos que hace un año vivían en el domicilio de registro",93.3,2014
"Nayarit","Ciudadanos que hace un año vivían en el domicilio de registro",90.26,2014
"Nuevo León","Ciudadanos que hace un año vivían en el domicilio de registro",90.9,2014
"Oaxaca","Ciudadanos que hace un año vivían en el domicilio de registro",95.43,2014
"Puebla","Ciudadanos que hace un año vivían en el domicilio de registro",91.38,2014
"Querétaro","Ciudadanos que hace un año vivían en el domicilio de registro",92.48,2014
"Quintana Roo","Ciudadanos que hace un año vivían en el domicilio de registro",85.96,2014
"San Luis Potosí","Ciudadanos que hace un año vivían en el domicilio de registro",93.06,2014
"Sinaloa","Ciudadanos que hace un año vivían en el domicilio de registro",92.92,2014
"Sonora","Ciudadanos que hace un año vivían en el domicilio de registro",88.63,2014
"Tabasco","Ciudadanos que hace un año vivían en el domicilio de registro",96.29,2014
"Tamaulipas","Ciudadanos que hace un año vivían en el domicilio de registro",92.64,2014
"Tlaxcala","Ciudadanos que hace un año vivían en el domicilio de registro",95.18,2014
"Veracruz","Ciudadanos que hace un año vivían en el domicilio de registro",95.2,2014
"Yucatán","Ciudadanos que hace un año vivían en el domicilio de registro",96.55,2014
"Zacatecas","Ciudadanos que hace un año vivían en el domicilio de registro",92.94,2014
"Nacional","Ciudadanos que hace un año vivían en el domicilio de registro",92.97,2015
"Nacional","Ciudadanos que hace un año vivían en el domicilio de registro",92.19,2017
"Aguascalientes","Ciudadanos que hace un año vivían en el domicilio de registro",88.83,2017
"Baja California","Ciudadanos que hace un año vivían en el domicilio de registro",90.51,2017
"Baja California Sur","Ciudadanos que hace un año vivían en el domicilio de registro",89.29,2017
"Campeche","Ciudadanos que hace un año vivían en el domicilio de registro",92,2017
"Coahuila","Ciudadanos que hace un año vivían en el domicilio de registro",91.58,2017
"Colima","Ciudadanos que hace un año vivían en el domicilio de registro",88.23,2017
"Chiapas","Ciudadanos que hace un año vivían en el domicilio de registro",96.26,2017
"Chihuahua","Ciudadanos que hace un año vivían en el domicilio de registro",92.22,2017
"Ciudad de México","Ciudadanos que hace un año vivían en el domicilio de registro",93.11,2017
"Durango","Ciudadanos que hace un año vivían en el domicilio de registro",91.46,2017
"Guanajuato","Ciudadanos que hace un año vivían en el domicilio de registro",92.62,2017
"Guerrero","Ciudadanos que hace un año vivían en el domicilio de registro",89.57,2017
"Hidalgo","Ciudadanos que hace un año vivían en el domicilio de registro",92.73,2017
"Jalisco","Ciudadanos que hace un año vivían en el domicilio de registro",89.21,2017
"México","Ciudadanos que hace un año vivían en el domicilio de registro",92.46,2017
"Michoacán","Ciudadanos que hace un año vivían en el domicilio de registro",94.01,2017
"Morelos","Ciudadanos que hace un año vivían en el domicilio de registro",92.31,2017
"Nayarit","Ciudadanos que hace un año vivían en el domicilio de registro",89.21,2017
"Nuevo León","Ciudadanos que hace un año vivían en el domicilio de registro",91.39,2017
"Oaxaca","Ciudadanos que hace un año vivían en el domicilio de registro",95.43,2017
"Puebla","Ciudadanos que hace un año vivían en el domicilio de registro",92.92,2017
"Querétaro","Ciudadanos que hace un año vivían en el domicilio de registro",89.95,2017
"Quintana Roo","Ciudadanos que hace un año vivían en el domicilio de registro",80,2017
"San Luis Potosí","Ciudadanos que hace un año vivían en el domicilio de registro",91.65,2017
"Sinaloa","Ciudadanos que hace un año vivían en el domicilio de registro",93.87,2017
"Sonora","Ciudadanos que hace un año vivían en el domicilio de registro",91.7,2017
"Tabasco","Ciudadanos que hace un año vivían en el domicilio de registro",97.21,2017
"Tamaulipas","Ciudadanos que hace un año vivían en el domicilio de registro",92.76,2017
"Tlaxcala","Ciudadanos que hace un año vivían en el domicilio de registro",92.61,2017
"Veracruz","Ciudadanos que hace un año vivían en el domicilio de registro",93.42,2017
"Yucatán","Ciudadanos que hace un año vivían en el domicilio de registro",93.63,2017
"Zacatecas","Ciudadanos que hace un año vivían en el domicilio de registro",94.92,2017
